"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"1JB4","4","1101","1101","Success","0.00065"
"3RLK","4","1101","1101","Success","0.00075"
"4O1S","4","1011","1011","Success","0.00053"
"7P1K","4","1111","1111","Success","0.00034"
"1JKY","4","110","110","Success","0.00036"
"2WL3","4","10","10","Success","0.0003"
"4Z54","4","0","0","Success","0.00041"
"6HV4","4","1101","1101","Success","0.00012"
"7BNI","4","11","11","Success","0.0007"
"8F8Z","4","1101","1101","Success","0.00035"
"8W88","4","101","101","Success","0.00031"
"1OBF","4","1","1","Success","0.00038"
"8BIJ","4","100","100","Success","0.00039"
"8TQL","4","1011","1011","Success","0.00057"
"2X28","4","1011","1011","Success","0.00066"
"6HZK","4","1000","1000","Success","0.0004"
"4PD5","4","101","101","Success","0.0005"
"8IZY","4","10","10","Success","0.00031"
"3SK3","4","1010","1010","Success","0.00035"
"7YHF","4","1001","1001","Success","0.00036"
"8B3X","4","1001","1001","Success","0.00062"
"4I4G","4","1101","1101","Success","0.00047"
"9DIS","4","1101","1101","Success","0.00037"
"5LG3","4","111","111","Success","0.00018"
"3O13","4","0","0","Success","0.00073"
"5QD0","4","1100","1100","Success","0.0003"
"1BHB","4","1111","1111","Success","0.00035"
"2F6A","4","101","101","Success","0.00027"
"7XVU","4","1110","1110","Success","0.00036"
"4WB2","4","1","1","Success","0.00067"
"2QRZ","4","1010","1010","Success","0.00052"
"8UO9","4","1001","1001","Success","0.00038"
"1AD9","4","101","101","Success","0.00034"
"3O01","4","100","100","Success","0.00042"
"7CX3","4","11","11","Success","0.00031"
"5B4J","4","1111","1111","Success","0.00062"
"1FIH","4","0","0","Success","0.00045"
"3UI3","4","10","10","Success","0.00063"
"1T7M","4","110","110","Success","0.00062"
"9FR4","4","110","110","Success","0.00039"
"3GLQ","4","110","110","Success","0.00031"
"4S37","4","101","101","Success","0.00017"
"1MG5","4","111","111","Success","0.00044"
"8ATP","4","1101","1101","Success","0.00065"
"7VKH","4","1","1","Success","0.00061"
"5JHS","4","1010","1010","Success","0.00013"
"4FJC","4","1111","1111","Success","0.00028"
"7JZV","4","10","10","Success","0.00029"
"7K6L","4","1011","1011","Success","0.00064"
"3R5P","4","1100","1100","Success","0.0009"
"8Y1C","4","111","111","Success","0.00016"
"4IQ1","4","1001","1001","Success","0.0004"
"3EXQ","4","111","111","Success","0.0008"
"3P2V","4","101","101","Success","0.00056"
"6GOA","4","1","1","Success","0.00023"
"1N3B","4","1110","1110","Success","0.00041"
"2VU5","4","100","100","Success","0.00084"
"1XGL","4","1001","1001","Success","0.00044"
"5ZOD","4","11","11","Success","0.0006"
"4NU7","4","1000","1000","Success","0.00031"
"1TLZ","4","101","101","Success","0.00044"
"8GM5","4","1100","1100","Success","0.00043"
"8V6Y","4","11","11","Success","0.00063"
"6UB2","4","1000","1000","Success","0.00031"
"4XAC","4","1100","1100","Success","0.00064"
"5SKQ","4","1011","1011","Success","0.00028"
"5JB5","4","1000","1000","Success","0.00069"
"4KPT","4","1","1","Success","0.00046"
"7X8U","4","1101","1101","Success","0.00066"
"6KXY","4","100","100","Success","0.00061"
"6B2K","4","111","111","Success","0.00065"
"8XQA","4","101","101","Success","0.00027"
"4HT9","4","111","111","Success","0.00071"
"4JDW","4","1","1","Success","0.00052"
"6Q81","4","1110","1110","Success","0.00029"
"3H5R","4","11","11","Success","0.00027"
"1.00E+03","4","10","10","Success","0.00034"
"8KG4","4","1110","1110","Success","0.00061"
"6B03","4","101","101","Success","0.00032"
"2E2Z","4","1000","1000","Success","0.00022"
"6JDR","4","100","100","Success","0.00048"
"1Y6R","4","10","10","Success","0.00046"
"2OOH","4","1110","1110","Success","0.00052"
"5IXZ","4","0","0","Success","0.00053"
"7WIG","4","1100","1100","Success","0.0003"
"5IBF","4","1101","1101","Success","0.0005"
"4CR2","4","1000","1000","Success","0.0001"
"2CM7","4","0","0","Success","0.00058"
"5MRJ","4","1","1","Success","0.0004"
"4DGG","4","100","100","Success","0.00044"
"6O0T","4","1","1","Success","0.0003"
"5X9C","4","101","101","Success","0.00039"
"3TZB","4","1100","1100","Success","0.00032"
"1PD7","4","1","1","Success","0.00018"
"2YMW","4","111","111","Success","0.00027"
"4OLQ","4","1001","1001","Success","0.00025"
"7Z8Z","4","100","100","Success","0.00072"
"4K9B","4","110","110","Success","0.00054"
"1ERW","4","111","111","Success","0.00099"
"3JW5","4","1101","1101","Success","0.00054"
"2NWQ","4","110","110","Success","0.00034"
"5IXT","4","1110","1110","Success","0.00041"
"7FUH","4","1100","1100","Success","0.00052"
"5UU1","4","1011","1011","Success","0.00055"
"7QVX","4","1010","1010","Success","0.00039"
"6SDU","4","1011","1011","Success","0.00033"
"5XMC","4","1110","1110","Success","0.00048"
"2EAK","4","1100","1100","Success","0.00048"
"5N4I","4","1101","1101","Success","0.00049"
"3V9M","4","1000","1000","Success","0.00065"
"3WEK","4","1010","1010","Success","0.00054"
"6VNK","4","0","0","Success","0.00028"
"7FYV","4","1111","1111","Success","0.00081"
"1XLP","4","101","101","Success","0.00054"
"4J66","4","1101","1101","Success","0.0009"
"8EX0","4","1","1","Success","0.00061"
"4F1R","4","1001","1001","Success","0.00062"
"4DQ7","4","100","100","Success","0.00053"
"5K91","4","1000","1000","Success","0.00038"
"8WFN","4","1010","1010","Success","0.00017"
"6GHF","4","111","111","Success","0.00048"
"3UAK","4","101","101","Success","0.00035"
"1EC8","4","10","10","Success","0.00023"
"4HAO","4","1","1","Success","0.00041"
"3V8Q","4","1101","1101","Success","0.00062"
"4V0W","4","11","11","Success","0.00039"
"6LVO","4","1001","1001","Success","0.00064"
"1CHW","4","111","111","Success","0.00036"
"1AZB","4","1000","1000","Success","0.0006"
"6LE3","4","1001","1001","Success","0.00032"
"1WKD","4","0","0","Success","0.00052"
"4NUA","4","1001","1001","Success","0.00051"
"5OMR","4","1","1","Success","0.00048"
"3SXZ","4","1100","1100","Success","0.0006"
"2ZQJ","4","0","0","Success","0.00028"
"4JW3","4","11","11","Success","0.00048"
"4OA3","4","1000","1000","Success","0.0008"
"4A5W","4","1101","1101","Success","0.00021"
"8J4R","4","1110","1110","Success","0.00018"
"4WRN","4","110","110","Success","0.00026"
"2OWZ","4","1000","1000","Success","0.00058"
"966C","4","1000","1000","Success","0.00081"
"4WYB","4","1111","1111","Success","0.00014"
"4FT0","4","1111","1111","Success","0.00061"
"7F9A","4","11","11","Success","0.00031"
"4BFT","4","1010","1010","Success","0.00041"
"8XSQ","4","111","111","Success","0.00034"
"6UZS","4","1100","1100","Success","0.00051"
"3APP","4","110","110","Success","0.00056"
"5FES","4","1001","1001","Success","0.00053"
"1V7T","4","1011","1011","Success","0.00063"
"7WP5","4","1101","1101","Success","0.00048"
"5XIJ","4","1000","1000","Success","0.00022"
"2BOO","4","1","1","Success","0.00066"
"3SK5","4","1001","1001","Success","0.00088"
"1NU4","4","1","1","Success","0.00072"
"7Z2O","4","1","1","Success","0.00046"
"1SIW","4","0","0","Success","0.00022"
"4FOW","4","1111","1111","Success","0.00039"
"3TV6","4","1011","1011","Success","0.00043"
"8DP6","4","101","101","Success","0.00043"
"5HC9","4","100","100","Success","0.00035"
"3VDD","4","1001","1001","Success","0.00035"
"4S2M","4","101","101","Success","0.00032"
"2JJ0","4","100","100","Success","0.00034"
"9FSK","4","0","0","Success","0.00025"
"1ZMS","4","110","110","Success","0.00071"
"6AMT","4","1111","1111","Success","0.00036"
"7YS6","4","1101","1101","Success","0.00029"
"7Y6A","4","1110","1110","Success","0.00087"
"3G27","4","1001","1001","Success","0.00111"
"1C6G","4","1011","1011","Success","0.00079"
"7SYZ","4","101","101","Success","0.00034"
"8HCS","4","1001","1001","Success","0.00107"
"6.00E+42","4","1101","1101","Success","0.00027"
"8PRG","4","1110","1110","Success","0.00114"
"1NEW","4","1001","1001","Success","0.0002"
"7NBI","4","1101","1101","Success","0.00061"
"7B9B","4","1011","1011","Success","0.00057"
"6G81","4","111","111","Success","0.0002"
"8RSD","4","1","1","Success","0.00068"
"3SFC","4","11","11","Success","0.00039"
"4XOL","4","11","11","Success","0.00082"
"8AOI","4","1101","1101","Success","0.00053"
"5OCK","4","1000","1000","Success","0.00047"
"1GX1","4","1010","1010","Success","0.00047"
"2ZP8","4","1011","1011","Success","0.00041"
"5BSZ","4","1100","1100","Success","0.00062"
"4QJ7","4","111","111","Success","0.00045"
"7TYJ","4","1110","1110","Success","0.00034"
"6P5F","4","1000","1000","Success","0.00089"
"7RNX","4","1101","1101","Success","0.00033"
"5LD1","4","110","110","Success","0.0003"
"1OM5","4","1","1","Success","0.00033"
"2NTZ","4","110","110","Success","0.00052"
"6Y0B","4","10","10","Success","0.00051"
"8ECI","4","100","100","Success","0.00019"
"2Y9H","4","0","0","Success","0.00024"
"4ISF","4","100","100","Success","0.00049"
"7FTO","4","101","101","Success","0.00051"
"3AJR","4","111","111","Success","0.0004"
"7ECY","4","1111","1111","Success","0.00034"
"5X6K","4","0","0","Success","0.00052"
"1BQT","4","1011","1011","Success","0.00049"
"3S67","4","1101","1101","Success","0.00092"
"8JZY","4","1100","1100","Success","0.00086"
"5I9I","4","1100","1100","Success","0.00037"
"3IOP","4","100","100","Success","0.0006"
"2PVI","4","1001","1001","Success","0.00055"
"7B56","4","11","11","Success","0.00052"
"7TFI","4","1010","1010","Success","0.0002"
"7QI0","4","1010","1010","Success","0.00048"
"8IZZ","4","1001","1001","Success","0.00081"
"1ACM","4","1111","1111","Success","0.00033"
"4UWE","4","11","11","Success","8.00E-05"
"8X2I","4","1001","1001","Success","0.00021"
"4EDR","4","110","110","Success","0.00055"
"5PAX","4","1100","1100","Success","0.00057"
"4YSK","4","1111","1111","Success","0.00041"
"6BZF","4","10","10","Success","0.00025"
"3KXQ","4","1011","1011","Success","0.00045"
"9QB5","4","11","11","Success","0.0004"
"7RXP","4","1","1","Success","0.00042"
"2FLT","4","0","0","Success","0.00092"
"5BRO","4","10","10","Success","0.00044"
"2A94","4","1111","1111","Success","0.00053"
"3M08","4","110","110","Success","0.00079"
"3T1O","4","1000","1000","Success","0.00051"
"1M4R","4","10","10","Success","0.00061"
"5K0M","4","100","100","Success","0.00052"
"1QZ3","4","100","100","Success","0.00057"
"5O0R","4","1","1","Success","0.00042"
"1YHS","4","1111","1111","Success","0.00062"
"7C6H","4","101","101","Success","0.00034"
"4BBY","4","1000","1000","Success","0.00022"
"6U4Y","4","100","100","Success","0.00024"
"2A49","4","1010","1010","Success","0.00061"
"7BDH","4","111","111","Success","0.00055"
"7PMY","4","100","100","Success","0.0004"
"1CE0","4","1010","1010","Success","0.00095"
"1TLV","4","1110","1110","Success","0.00071"
"3NCE","4","0","0","Success","0.00048"
"2LRK","4","1000","1000","Success","0.00011"
"3DRG","4","101","101","Success","0.00042"
"5TM0","4","1","1","Success","0.00013"
"2.00E+93","4","10","10","Success","0.0004"
"7R88","4","1","1","Success","0.00027"
"6YYM","4","0","0","Success","0.00081"
"5W6U","4","1111","1111","Success","0.00044"
"6LQD","4","1111","1111","Success","0.00034"
"4UP0","4","1111","1111","Success","0.00103"
"3O86","4","1000","1000","Success","0.00036"
"9KYV","4","111","111","Success","0.00062"
"6QPU","4","1101","1101","Success","0.00022"
"2FQM","4","11","11","Success","0.0005"
"1IX1","4","1011","1011","Success","0.00054"
"3S1D","4","110","110","Success","0.00043"
"1ETK","4","1110","1110","Success","0.00081"
"7BIM","4","1","1","Success","0.0003"
"1M5D","4","1101","1101","Success","0.00063"
"8F02","4","111","111","Success","0.00056"
"8GE7","4","100","100","Success","0.00032"
"2H8P","4","100","100","Success","0.00042"
"3HIZ","4","101","101","Success","0.00028"
"7P7K","4","110","110","Success","0.00015"
"7UFT","4","11","11","Success","0.00016"
"4O3P","4","1010","1010","Success","0.00047"
"1PT9","4","0","0","Success","0.00052"
"1T6T","4","110","110","Success","0.00067"
"8S9N","4","1011","1011","Success","0.00065"
"4MKK","4","11","11","Success","0.00046"
"2LJZ","4","1111","1111","Success","0.00026"
"8JPS","4","110","110","Success","0.00038"
"3OAB","4","1110","1110","Success","0.0003"
"1FTQ","4","10","10","Success","0.00035"
"9FS1","4","110","110","Success","0.0005"
"2H1F","4","111","111","Success","0.0004"
"3WU2","4","101","101","Success","0.00014"
"7NS7","4","111","111","Success","0.00039"
"6VAJ","4","110","110","Success","0.00079"
"5WWS","4","1","1","Success","0.00033"
"2IK9","4","111","111","Success","0.00042"
"5QMR","4","1101","1101","Success","0.00052"
"9D6A","4","1101","1101","Success","0.00049"
"3GRO","4","110","110","Success","0.00042"
"4XDD","4","1110","1110","Success","0.00028"
"4RJF","4","1101","1101","Success","0.00034"
"4KEU","4","111","111","Success","0.00028"
"3ZBP","4","1110","1110","Success","0.00056"
"5G4R","4","1","1","Success","0.00048"
"9BPS","4","111","111","Success","0.00029"
"5EDR","4","1101","1101","Success","0.00057"
"5Y5R","4","1101","1101","Success","0.00026"
"1DS6","4","11","11","Success","0.00051"
"4X51","4","10","10","Success","0.00058"
"6NEM","4","0","0","Success","0.00067"
"7G41","4","100","100","Success","0.00035"
"1F9R","4","111","111","Success","0.0006"
"4KMC","4","1011","1011","Success","0.00113"
"5V5G","4","111","111","Success","0.00045"
"8TCF","4","1010","1010","Success","0.00034"
"2QGX","4","1101","1101","Success","0.0004"
"5XD6","4","1001","1001","Success","0.00043"
"7Z3T","4","11","11","Success","0.00032"
"4WJW","4","10","10","Success","0.00036"
"6LVR","4","1110","1110","Success","0.00051"
"4A2J","4","110","110","Success","0.00045"
"4OHH","4","1101","1101","Success","0.00045"
"1Z8C","4","101","101","Success","0.00069"
"5LR1","4","1001","1001","Success","0.00067"
"1V91","4","101","101","Success","0.00037"
"2WM1","4","11","11","Success","0.00055"
"2ZBG","4","1000","1000","Success","0.00032"
"8BEA","4","1101","1101","Success","0.0004"
"3GD4","4","1001","1001","Success","0.00033"
"7EAZ","4","101","101","Success","0.00018"
"6NY6","4","1011","1011","Success","0.0002"
"3ITQ","4","110","110","Success","0.0005"
"6YIC","4","1101","1101","Success","0.00062"
"4H3B","4","1100","1100","Success","0.00037"
"3BJ2","4","10","10","Success","0.00041"
"4H8A","4","1","1","Success","0.00038"
"2MJ8","4","1000","1000","Success","0.00028"
"8JVC","4","101","101","Success","0.00074"
"1FQF","4","1010","1010","Success","0.00052"
"2GM3","4","11","11","Success","0.00033"
"4Y24","4","110","110","Success","0.00063"
"3NSD","4","1011","1011","Success","0.00046"
"1W3I","4","1001","1001","Success","0.00029"
"3K8X","4","0","0","Success","0.00022"
"6H3W","4","1100","1100","Success","0.00064"
"6P72","4","1011","1011","Success","0.00034"
"6CP5","4","100","100","Success","0.00029"
"5DZY","4","111","111","Success","0.00019"
"6WWH","4","1011","1011","Success","0.00019"
"6K2N","4","111","111","Success","0.00031"
"4Z7A","4","1000","1000","Success","0.00052"
"7AK7","4","11","11","Success","0.00038"
"2.00E+26","4","1100","1100","Success","0.00038"
"1EZO","4","1","1","Success","0.00017"
"3P6I","4","10","10","Success","0.00083"
"2O3I","4","1110","1110","Success","0.00036"
"6AYC","4","10","10","Success","0.00047"
"1X7D","4","1000","1000","Success","0.00039"
"6M6C","4","11","11","Success","0.00018"
"2FGV","4","1101","1101","Success","0.0007"
"3I6M","4","1","1","Success","0.00043"
"1KJI","4","110","110","Success","0.00036"
"4GVH","4","1110","1110","Success","0.00037"
"2ME0","4","1100","1100","Success","0.00026"
"8OP6","4","1000","1000","Success","0.00029"
"3V64","4","111","111","Success","0.00029"
"7X9P","4","1","1","Success","0.00073"
"7LT0","4","101","101","Success","0.00069"
"4F2R","4","1101","1101","Success","0.00028"
"4A71","4","1100","1100","Success","0.00058"
"8SU1","4","111","111","Success","0.00054"
"5KDV","4","1101","1101","Success","0.00034"
"6DLK","4","1000","1000","Success","0.00036"
"5IMM","4","1100","1100","Success","0.00062"
"4ISH","4","1011","1011","Success","0.00056"
"4NJD","4","1000","1000","Success","0.00058"
"6D07","4","1010","1010","Success","0.00091"
"1DNU","4","1100","1100","Success","0.00028"
"4A78","4","111","111","Success","0.00058"
"4X8F","4","1","1","Success","0.00014"
"9B2E","4","1001","1001","Success","0.00063"
"4QYY","4","1100","1100","Success","0.00053"
"2OZ3","4","1011","1011","Success","0.00018"
"4NX9","4","1111","1111","Success","0.00059"
"7SQA","4","1011","1011","Success","0.00042"
"4X0P","4","1000","1000","Success","0.00019"
"6IN0","4","1101","1101","Success","0.0006"
"3Q2E","4","10","10","Success","0.00096"
"3KK2","4","11","11","Success","0.00032"
"2FYM","4","1100","1100","Success","0.00024"
"6FUF","4","1101","1101","Success","0.00042"
"1XCD","4","1110","1110","Success","0.00055"
"4FG7","4","1011","1011","Success","0.00064"
"1KKU","4","1100","1100","Success","0.00066"
"4YFF","4","1000","1000","Success","0.00031"
"4Y8Q","4","10","10","Success","0.00012"
"3H0W","4","1","1","Success","0.00057"
"4UUA","4","1","1","Success","0.00043"
"6Z8L","4","1110","1110","Success","0.00045"
"5YGC","4","1011","1011","Success","0.0007"
"4WYY","4","1","1","Success","0.00052"
"4NTW","4","10","10","Success","0.00041"
"4J6R","4","1100","1100","Success","0.00036"
"7CFY","4","1101","1101","Success","0.00041"
"4ODB","4","1101","1101","Success","0.00034"
"5V1G","4","1110","1110","Success","0.00054"
"2CSL","4","1000","1000","Success","0.00037"
"4N6O","4","1","1","Success","0.0005"
"6E3M","4","11","11","Success","0.00073"
"2M5G","4","1111","1111","Success","0.00017"
"7WDQ","4","0","0","Success","0.00028"
"5VRG","4","1001","1001","Success","0.00045"
"5ZEO","4","10","10","Success","0.00079"
"3I9Z","4","1101","1101","Success","0.0012"
"3NKF","4","1","1","Success","0.00034"
"5YJO","4","100","100","Success","0.00048"
"4EYV","4","1000","1000","Success","0.00044"
"3DBO","4","1111","1111","Success","0.00076"
"8ULF","4","11","11","Success","0.00021"
"7L0Q","4","11","11","Success","0.00031"
"2X14","4","1011","1011","Success","0.0005"
"6VS8","4","100","100","Success","0.00053"
"7HH5","4","0","0","Success","0.00059"
"7FEM","4","0","0","Success","0.00016"
"4HIK","4","1100","1100","Success","0.00081"
"2J3K","4","1101","1101","Success","0.00039"
